Vernacular name	Scientific name	Status in Finland	Red List category in Finland	Regulatory Status	Synonyms
hammasjahkiainen	Lissodema cursor	Very rare	NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
koivujahkiainen	Rabocerus foveolatus	Stable population; Common	LC (2019)		
leppäjahkiainen	Rabocerus gabrieli	Stable population; Common	LC (2019)		
	Sphaeriestes castaneus	Stable population; Common	LC (2019)		
täpläjahkiainen	Sphaeriestes bimaculatus	Stable population; Common	LC (2019)		
palojahkiainen	Sphaeriestes stockmanni	Stable population; Common	LC (2019)		
tammijahkiainen	Sphaeriestes reyi	Extinct; Old records only; Very rare	RE (2019)		
	Cariderus aeneus	Very rare	NA (2019)		
vaskijahkiainen	Salpingus planirostris	Stable population; Common	LC (2019)		
ruskojahkiainen	Salpingus ruficollis	Stable population; Common	LC (2019)		
sarviantikainen	Notoxus monoceros	Stable population; Common	LC (2019)		Notoxus biinterruptus Pic, 1900; Notoxus cucullatus Geoffroy, 1785
	Omonadus floralis	Stable population; Common	LC (2019)		
	Omonadus formicarius	Stable population; Common	LC (2019)		Omonadus quisquilius (Thomson, 1864)
	Stricticollis tobias	Not established; Very rare	LC (2019)		
pikkuantikainen	Anthicus flavipes	Stable population; Common	LC (2019)		
kirjoantikainen	Anthicus antherinus	Stable population; Common	LC (2019)		
sysiantikainen	Anthicus ater	Stable population; Common	LC (2019)		
ruskoantikainen	Anthicus umbrinus	Stable population; Very rare	CR (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
täpläantikainen	Anthicus bimaculatus	Stable population; Very rare	NT (2019)		
isoantikainen	Anthicus sellatus	Stable population; Very rare	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
piilopääaatukainen	Phytobaenus amabilis	Stable population; Rare	NT (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
	Aderus populneus	Stable population; Common	LC (2019)		
	Euglenes pygmaeus	Stable population; Common	LC (2019)		Euglenes lokvenci (Roubal, 1938)
	Euglenes nitidifrons	Very rare	NA (2019)		
	Anidorus nigrinus	Stable population; Common	LC (2019)		
viitosaatukainen	Pseudanidorus pentatomus	Stable population; Common	LC (2019)		Pseudeuglenes pentatomus Thomson, 1864
kytysukkulainen	Scraptia fuscula	Stable population; Rare	LC (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010	Scraptia innata (Kangas, 1959)
kirjosukkulainen	Cyrtanaspis phalerata	Stable population; Very rare	CR (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
	Anaspis bohemica	Stable population; Common	LC (2019)		Anaspis norvegica Munster, 1924
	Anaspis lurida	Very rare; Irregular vagrant	NA (2019)		
kyläsukkulainen	Anaspis frontalis	Stable population; Common	LC (2019)		
pikkusukkulainen	Anaspis marginicollis	Stable population; Common	LC (2019)		Anaspis schilskyana Csiki, 1915
punaselkäsukkulainen	Anaspis thoracica	Stable population; Common	LC (2019)		
pohjansukkulainen	Anaspis arctica	Stable population; Common	LC (2019)		
	Anaspis rufilabris	Stable population; Common	LC (2019)		
	Anaspis flava	Stable population; Very rare	LC (2019)		
	Anaspis brunnipes	Stable population; Old records only; Very rare	DD (2019)		
karvari	Prionus coriarius	Stable population; Very rare	NT (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
nahkuri	Tragosoma depsarium	Stable population; Very rare	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
jymyjäärä	Spondylis buprestoides	Stable population; Common	LC (2019)		
kaarnajäärä	Nothorhina punctata	Stable population; Rare	LC (2019)		Callidium punctata (Fabricius, 1798); Callidium scabricollis W. Redtenbacher, 1842; Callidium muricatum Dalman, 1817; Nothorhina muricata Dalman, 1817
ruskojäärä	Arhopalus rusticus	Stable population; Common	LC (2019)		
puolanjäärä	Arhopalus ferus	Stable population; Very rare	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
mustajäärä	Asemum striatum	Stable population; Common	LC (2019)		
kiiltokuusijäärä	Tetropium castaneum	Stable population; Common	LC (2019)		
himmeäkuusijäärä	Tetropium fuscum	Stable population; Common	LC (2019)		
	Tetropium gabrieli	Very rare	NA (2019)		
pohjankuusijäärä	Tetropium aquilonium	Stable population; Very rare	NT (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
lehtikantojäärä	Rhagium mordax	Stable population; Common	LC (2019)		
havukantojäärä	Rhagium inquisitor	Stable population; Common	LC (2019)		
jalavajäärä	Rhamnusium bicolor	Stable population; Very rare	CR (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); Animal species that are protected in the whole country(NCD 2023/1066, Appendix 1); Species to be protected urgently (Finnish Environment Institute 2020); OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
jätkäjäärä	Oxymirus cursor	Stable population; Common	LC (2019)		
salpajäärä	Stenocorus meridianus	Stable population; Very rare	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
nelitäpläjäärä	Pachyta quadrimaculata	Stable population; Common	LC (2019)		
vienanjäärä	Pachyta lamed	Stable population; Common	LC (2019)		
pohjanjäärä	Evodinus borealis	Stable population; Rare	LC (2019)		
juomujäärä	Brachyta interrogationis	Stable population; Common	LC (2019)		
sinijäärä	Gaurotes virginea	Stable population; Common	LC (2019)		Leptura virginea Linnaeus, 1758
pohjantyppyjäärä	Euracmaeops septentrionis	Stable population; Rare	NT (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	Acmaeops septentrionis (Thomson, 1866)
reunustyppyjäärä	Euracmaeops marginatus	Stable population; Rare	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023)	Acmaeops marginatus (Fabricius, 1781)
vihertyppyjäärä	Euracmaeops smaragdulus	Stable population; Very rare	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	Acmaeops smaragdulus (Fabricius, 1792)
niittytyppyjäärä	Gnathacmaeops pratensis	Stable population; Common	LC (2019)		Acmaeops pratensis (Laicharting, 1784)
	Dinoptera collaris	Very rare	NA (2019)		Acmaeops collaris (Linnaeus, 1758)
käpyjäärä	Cortodera femorata	Stable population; Rare	LC (2019)		
hentokukkajäärä	Alosterna tabacicolor	Stable population; Common	LC (2019)		Leptura laevis (Fabricius, 1792); Alosterna bicoloripes (Pic, 1914); Leptura chrysomeloides (Schrank, 1781); Alosterna dispar Pic, 1892; Leptura genii (Gmelin, 1790); Leptura solstitialis (Herbst, 1784)
verijäärä	Nivellia sanguinosa	Stable population; Very rare	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
ukkokukkajäärä	Macroleptura thoracica	Stable population; Very rare	CR (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	Leptura thoracica Creutzer, 1799; Strangalia thoracica (Creutzer, 1799)
nelivyöjäärä	Leptura quadrifasciata	Stable population; Common	LC (2019)		
kuusitäpläjäärä	Anoplodera sexguttata	Stable population; Very rare	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
ketokukkajäärä	Pseudovadonia livida	Rare	LC (2019)		
töpökukkajäärä	Stictoleptura maculicornis	Stable population; Common	LC (2019)		Anoplodera maculicornis (De Geer, 1775)
rusokukkajäärä	Stictoleptura rubra	Stable population; Common	LC (2019)		Anoplodera rubra (Linnaeus, 1758); Leptura testacea (Linnaeus, 1760)
hurmekukkajäärä	Anastrangalia sanguinolenta	Stable population; Common	LC (2019)		Anoplodera sanguinolenta (Linnaeus, 1761)
korpikukkajäärä	Anastrangalia reyi	Stable population; Common	LC (2019)		Anoplodera reyi (Heyden, 1889); Anoplodera inexpectata (Jansson & Sjöberg, 1928)
viherkukkajäärä	Lepturobosca virens	Stable population; Common	LC (2019)		
täpläkukkajäärä	Rutpela maculata	Stable population; Very rare	NT (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	Leptura maculata Poda, 1761
kolmivyöjäärä	Judolia sexmaculata	Stable population; Common	LC (2019)		
tammikukkajäärä	Strangalia attenuata	Stable population; Very rare	CR (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); Animal species that are protected in the whole country(NCD 2023/1066, Appendix 1); Species to be protected urgently (Finnish Environment Institute 2020); OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
karvakukkajäärä	Etorofus pubescens	Rare	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	Leptura pubescens Fabricius, 1787; Pedostrangalia pubescens (Fabricius, 1787)
idänkukkajäärä	Lepturalia nigripes	Stable population; Very rare	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	Leptura nigripes (De Geer, 1775)
